primary_sentence,secondary_sentence,label
¿Cómo actuar si no pago la cuota a tiempo?,Necesito ayuda,0
¿Cómo actuar si no pago la cuota a tiempo?,Gracias,0
¿Cómo actuar si no pago la cuota a tiempo?,Muchas gracias,0
¿Cómo actuar si no pago la cuota a tiempo?,Te agradezco mucho,0
Facturación y Pagos en el Sistema SAEw,Calendario Académico e Inicio de Clases,0
Facturación y Pagos en el Sistema SAEw,Inicio de clases para el nuevo periodo académico,0
Facturación y Pagos en el Sistema SAEw,Cronograma actividades académicas,0
Facturación y Pagos en el Sistema SAEw,Aportes Voluntarios,0
Facturación y Pagos en el Sistema SAEw,¿Cómo hacer aportes voluntarios?,0
Facturación y Pagos en el Sistema SAEw,Aportes a la FEPON,0
Facturación y Pagos en el Sistema SAEw,Pérdida de la Gratuidad,0
Facturación y Pagos en el Sistema SAEw,Pérdida de gratuidad por cambio de carrera,0
Facturación y Pagos en el Sistema SAEw,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Facturación y Pagos en el Sistema SAEw,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Facturación y Pagos en el Sistema SAEw,Formulario para el retiro voluntario de asignaturas,0
Facturación y Pagos en el Sistema SAEw,Proceso retirar todas las asignaturas,0
Facturación y Pagos en el Sistema SAEw,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Facturación y Pagos en el Sistema SAEw,¿Cómo retirar asignaturas por caso fortuito?,0
Facturación y Pagos en el Sistema SAEw,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Facturación y Pagos en el Sistema SAEw,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Facturación y Pagos en el Sistema SAEw,Formulario para retiro extemporáneo en la EPN,0
Facturación y Pagos en el Sistema SAEw,Plazo para el retiro extemporáneo de asignaturas,0
Facturación y Pagos en el Sistema SAEw,Concesión de Tercera Matrícula para Tercer Nivel,0
Facturación y Pagos en el Sistema SAEw,Condiciones para obtener una tercera matrícula,0
Facturación y Pagos en el Sistema SAEw,Formulario y requisitos tercera matrícula,0
Facturación y Pagos en el Sistema SAEw,Asignaturas que No Otorgan Créditos,0
Facturación y Pagos en el Sistema SAEw,¿Cuáles son asignaturas sin créditos?,0
Facturación y Pagos en el Sistema SAEw,¿Deportes y Clubes otorgan créditos?,0
Facturación y Pagos en el Sistema SAEw,Prácticas Preprofesionales,0
Facturación y Pagos en el Sistema SAEw,¿Cómo son prácticas preprofesionales?,0
Facturación y Pagos en el Sistema SAEw,¿Cómo aprobar prácticas preprofesionales?,0
Facturación y Pagos en el Sistema SAEw,Inscripciones en Otras Unidades Académicas,0
Facturación y Pagos en el Sistema SAEw,¿Cómo inscribirme en asignaturas de otras unidades?,0
Facturación y Pagos en el Sistema SAEw,Restricciones para inscripción en otras unidades,0
Facturación y Pagos en el Sistema SAEw,Mallas Curriculares,0
Facturación y Pagos en el Sistema SAEw,¿Dónde ver mallas curriculares de mi carrera?,0
Facturación y Pagos en el Sistema SAEw,¿Cómo consultar mallas curriculares?,0
Facturación y Pagos en el Sistema SAEw,Honestidad Académica y Código de Ética,0
Facturación y Pagos en el Sistema SAEw,Reglamento de disciplina y sanciones,0
Facturación y Pagos en el Sistema SAEw,¿Puedo solicitar clarificaciones sobre código de ética?,0
Facturación y Pagos en el Sistema SAEw,Restricciones para Matriculación,0
Facturación y Pagos en el Sistema SAEw,Cómo solucionar restricciones de matriculación,0
Facturación y Pagos en el Sistema SAEw,¿Excepciones a restricciones de matriculación?,0
Facturación y Pagos en el Sistema SAEw,Suficiencia en Inglés,0
Facturación y Pagos en el Sistema SAEw,¿Cómo obtener la suficiencia en inglés?,0
Facturación y Pagos en el Sistema SAEw,Proceso de inscripción en el inglés para niveles superiores,0
Facturación y Pagos en el Sistema SAEw,Limitaciones por Suficiencia de Inglés,0
Facturación y Pagos en el Sistema SAEw,Suficiencia de inglés y límites de créditos,0
Facturación y Pagos en el Sistema SAEw,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Facturación y Pagos en el Sistema SAEw,Hola,0
Facturación y Pagos en el Sistema SAEw,Hola pantera,0
Facturación y Pagos en el Sistema SAEw,Necesito ayuda,0
Facturación y Pagos en el Sistema SAEw,Gracias,0
Facturación y Pagos en el Sistema SAEw,Muchas gracias,0
Facturación y Pagos en el Sistema SAEw,Te agradezco mucho,0
Información sobre la facturación en el sistema SAEw,Calendario Académico e Inicio de Clases,0
Información sobre la facturación en el sistema SAEw,Inicio de clases para el nuevo periodo académico,0
Información sobre la facturación en el sistema SAEw,Cronograma actividades académicas,0
Información sobre la facturación en el sistema SAEw,Aportes Voluntarios,0
Información sobre la facturación en el sistema SAEw,¿Cómo hacer aportes voluntarios?,0
Información sobre la facturación en el sistema SAEw,Aportes a la FEPON,0
Información sobre la facturación en el sistema SAEw,Pérdida de la Gratuidad,0
Información sobre la facturación en el sistema SAEw,Pérdida de gratuidad por cambio de carrera,0
Información sobre la facturación en el sistema SAEw,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Información sobre la facturación en el sistema SAEw,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Información sobre la facturación en el sistema SAEw,Formulario para el retiro voluntario de asignaturas,0
Información sobre la facturación en el sistema SAEw,Proceso retirar todas las asignaturas,0
Información sobre la facturación en el sistema SAEw,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Información sobre la facturación en el sistema SAEw,¿Cómo retirar asignaturas por caso fortuito?,0
Información sobre la facturación en el sistema SAEw,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Información sobre la facturación en el sistema SAEw,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Información sobre la facturación en el sistema SAEw,Formulario para retiro extemporáneo en la EPN,0
Información sobre la facturación en el sistema SAEw,Plazo para el retiro extemporáneo de asignaturas,0
Información sobre la facturación en el sistema SAEw,Concesión de Tercera Matrícula para Tercer Nivel,0
Información sobre la facturación en el sistema SAEw,Condiciones para obtener una tercera matrícula,0
Información sobre la facturación en el sistema SAEw,Formulario y requisitos tercera matrícula,0
Información sobre la facturación en el sistema SAEw,Asignaturas que No Otorgan Créditos,0
Información sobre la facturación en el sistema SAEw,¿Cuáles son asignaturas sin créditos?,0
Información sobre la facturación en el sistema SAEw,¿Deportes y Clubes otorgan créditos?,0
Información sobre la facturación en el sistema SAEw,Prácticas Preprofesionales,0
Información sobre la facturación en el sistema SAEw,¿Cómo son prácticas preprofesionales?,0
Información sobre la facturación en el sistema SAEw,¿Cómo aprobar prácticas preprofesionales?,0
Información sobre la facturación en el sistema SAEw,Inscripciones en Otras Unidades Académicas,0
Información sobre la facturación en el sistema SAEw,¿Cómo inscribirme en asignaturas de otras unidades?,0
Información sobre la facturación en el sistema SAEw,Restricciones para inscripción en otras unidades,0
Información sobre la facturación en el sistema SAEw,Mallas Curriculares,0
Información sobre la facturación en el sistema SAEw,¿Dónde ver mallas curriculares de mi carrera?,0
Información sobre la facturación en el sistema SAEw,¿Cómo consultar mallas curriculares?,0
Información sobre la facturación en el sistema SAEw,Honestidad Académica y Código de Ética,0
Información sobre la facturación en el sistema SAEw,Reglamento de disciplina y sanciones,0
Información sobre la facturación en el sistema SAEw,¿Puedo solicitar clarificaciones sobre código de ética?,0
Información sobre la facturación en el sistema SAEw,Restricciones para Matriculación,0
Información sobre la facturación en el sistema SAEw,Cómo solucionar restricciones de matriculación,0
Información sobre la facturación en el sistema SAEw,¿Excepciones a restricciones de matriculación?,0
Información sobre la facturación en el sistema SAEw,Suficiencia en Inglés,0
Información sobre la facturación en el sistema SAEw,¿Cómo obtener la suficiencia en inglés?,0
Información sobre la facturación en el sistema SAEw,Proceso de inscripción en el inglés para niveles superiores,0
Información sobre la facturación en el sistema SAEw,Limitaciones por Suficiencia de Inglés,0
Información sobre la facturación en el sistema SAEw,Suficiencia de inglés y límites de créditos,0
Información sobre la facturación en el sistema SAEw,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Información sobre la facturación en el sistema SAEw,Hola,0
Información sobre la facturación en el sistema SAEw,Hola pantera,0
Información sobre la facturación en el sistema SAEw,Necesito ayuda,0
Información sobre la facturación en el sistema SAEw,Gracias,0
Información sobre la facturación en el sistema SAEw,Muchas gracias,0
Información sobre la facturación en el sistema SAEw,Te agradezco mucho,0
Detalles sobre el proceso de facturación en el sistema SAEw,Calendario Académico e Inicio de Clases,0
Detalles sobre el proceso de facturación en el sistema SAEw,Inicio de clases para el nuevo periodo académico,0
Detalles sobre el proceso de facturación en el sistema SAEw,Cronograma actividades académicas,0
Detalles sobre el proceso de facturación en el sistema SAEw,Aportes Voluntarios,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo hacer aportes voluntarios?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Aportes a la FEPON,0
Detalles sobre el proceso de facturación en el sistema SAEw,Pérdida de la Gratuidad,0
Detalles sobre el proceso de facturación en el sistema SAEw,Pérdida de gratuidad por cambio de carrera,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Detalles sobre el proceso de facturación en el sistema SAEw,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Detalles sobre el proceso de facturación en el sistema SAEw,Formulario para el retiro voluntario de asignaturas,0
Detalles sobre el proceso de facturación en el sistema SAEw,Proceso retirar todas las asignaturas,0
Detalles sobre el proceso de facturación en el sistema SAEw,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo retirar asignaturas por caso fortuito?,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Detalles sobre el proceso de facturación en el sistema SAEw,Formulario para retiro extemporáneo en la EPN,0
Detalles sobre el proceso de facturación en el sistema SAEw,Plazo para el retiro extemporáneo de asignaturas,0
Detalles sobre el proceso de facturación en el sistema SAEw,Concesión de Tercera Matrícula para Tercer Nivel,0
Detalles sobre el proceso de facturación en el sistema SAEw,Condiciones para obtener una tercera matrícula,0
Detalles sobre el proceso de facturación en el sistema SAEw,Formulario y requisitos tercera matrícula,0
Detalles sobre el proceso de facturación en el sistema SAEw,Asignaturas que No Otorgan Créditos,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cuáles son asignaturas sin créditos?,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Deportes y Clubes otorgan créditos?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Prácticas Preprofesionales,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo son prácticas preprofesionales?,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo aprobar prácticas preprofesionales?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Inscripciones en Otras Unidades Académicas,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo inscribirme en asignaturas de otras unidades?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Restricciones para inscripción en otras unidades,0
Detalles sobre el proceso de facturación en el sistema SAEw,Mallas Curriculares,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Dónde ver mallas curriculares de mi carrera?,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo consultar mallas curriculares?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Honestidad Académica y Código de Ética,0
Detalles sobre el proceso de facturación en el sistema SAEw,Reglamento de disciplina y sanciones,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Puedo solicitar clarificaciones sobre código de ética?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Restricciones para Matriculación,0
Detalles sobre el proceso de facturación en el sistema SAEw,Cómo solucionar restricciones de matriculación,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Excepciones a restricciones de matriculación?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Suficiencia en Inglés,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo obtener la suficiencia en inglés?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Proceso de inscripción en el inglés para niveles superiores,0
Detalles sobre el proceso de facturación en el sistema SAEw,Limitaciones por Suficiencia de Inglés,0
Detalles sobre el proceso de facturación en el sistema SAEw,Suficiencia de inglés y límites de créditos,0
Detalles sobre el proceso de facturación en el sistema SAEw,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Detalles sobre el proceso de facturación en el sistema SAEw,Hola,0
Detalles sobre el proceso de facturación en el sistema SAEw,Hola pantera,0
Detalles sobre el proceso de facturación en el sistema SAEw,Necesito ayuda,0
Detalles sobre el proceso de facturación en el sistema SAEw,Gracias,0
Detalles sobre el proceso de facturación en el sistema SAEw,Muchas gracias,0
Detalles sobre el proceso de facturación en el sistema SAEw,Te agradezco mucho,0
Calendario Académico e Inicio de Clases,Aportes Voluntarios,0
Calendario Académico e Inicio de Clases,¿Cómo hacer aportes voluntarios?,0
Calendario Académico e Inicio de Clases,Aportes a la FEPON,0
Calendario Académico e Inicio de Clases,Pérdida de la Gratuidad,0
Calendario Académico e Inicio de Clases,Pérdida de gratuidad por cambio de carrera,0
Calendario Académico e Inicio de Clases,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Calendario Académico e Inicio de Clases,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Calendario Académico e Inicio de Clases,Formulario para el retiro voluntario de asignaturas,0
Calendario Académico e Inicio de Clases,Proceso retirar todas las asignaturas,0
Calendario Académico e Inicio de Clases,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Calendario Académico e Inicio de Clases,¿Cómo retirar asignaturas por caso fortuito?,0
Calendario Académico e Inicio de Clases,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Calendario Académico e Inicio de Clases,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Calendario Académico e Inicio de Clases,Formulario para retiro extemporáneo en la EPN,0
Calendario Académico e Inicio de Clases,Plazo para el retiro extemporáneo de asignaturas,0
Calendario Académico e Inicio de Clases,Concesión de Tercera Matrícula para Tercer Nivel,0
Calendario Académico e Inicio de Clases,Condiciones para obtener una tercera matrícula,0
Calendario Académico e Inicio de Clases,Formulario y requisitos tercera matrícula,0
Calendario Académico e Inicio de Clases,Asignaturas que No Otorgan Créditos,0
Calendario Académico e Inicio de Clases,¿Cuáles son asignaturas sin créditos?,0
Calendario Académico e Inicio de Clases,¿Deportes y Clubes otorgan créditos?,0
Calendario Académico e Inicio de Clases,Prácticas Preprofesionales,0
Calendario Académico e Inicio de Clases,¿Cómo son prácticas preprofesionales?,0
Calendario Académico e Inicio de Clases,¿Cómo aprobar prácticas preprofesionales?,0
Calendario Académico e Inicio de Clases,Inscripciones en Otras Unidades Académicas,0
Calendario Académico e Inicio de Clases,¿Cómo inscribirme en asignaturas de otras unidades?,0
Calendario Académico e Inicio de Clases,Restricciones para inscripción en otras unidades,0
Calendario Académico e Inicio de Clases,Mallas Curriculares,0
Calendario Académico e Inicio de Clases,¿Dónde ver mallas curriculares de mi carrera?,0
Calendario Académico e Inicio de Clases,¿Cómo consultar mallas curriculares?,0
Calendario Académico e Inicio de Clases,Honestidad Académica y Código de Ética,0
Calendario Académico e Inicio de Clases,Reglamento de disciplina y sanciones,0
Calendario Académico e Inicio de Clases,¿Puedo solicitar clarificaciones sobre código de ética?,0
Calendario Académico e Inicio de Clases,Restricciones para Matriculación,0
Calendario Académico e Inicio de Clases,Cómo solucionar restricciones de matriculación,0
Calendario Académico e Inicio de Clases,¿Excepciones a restricciones de matriculación?,0
Calendario Académico e Inicio de Clases,Suficiencia en Inglés,0
Calendario Académico e Inicio de Clases,¿Cómo obtener la suficiencia en inglés?,0
Calendario Académico e Inicio de Clases,Proceso de inscripción en el inglés para niveles superiores,0
Calendario Académico e Inicio de Clases,Limitaciones por Suficiencia de Inglés,0
Calendario Académico e Inicio de Clases,Suficiencia de inglés y límites de créditos,0
Calendario Académico e Inicio de Clases,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Calendario Académico e Inicio de Clases,Hola,0
Calendario Académico e Inicio de Clases,Hola pantera,0
Calendario Académico e Inicio de Clases,Necesito ayuda,0
Calendario Académico e Inicio de Clases,Gracias,0
Calendario Académico e Inicio de Clases,Muchas gracias,0
Calendario Académico e Inicio de Clases,Te agradezco mucho,0
Inicio de clases para el nuevo periodo académico,Aportes Voluntarios,0
Inicio de clases para el nuevo periodo académico,¿Cómo hacer aportes voluntarios?,0
Inicio de clases para el nuevo periodo académico,Aportes a la FEPON,0
Inicio de clases para el nuevo periodo académico,Pérdida de la Gratuidad,0
Inicio de clases para el nuevo periodo académico,Pérdida de gratuidad por cambio de carrera,0
Inicio de clases para el nuevo periodo académico,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Inicio de clases para el nuevo periodo académico,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Inicio de clases para el nuevo periodo académico,Formulario para el retiro voluntario de asignaturas,0
Inicio de clases para el nuevo periodo académico,Proceso retirar todas las asignaturas,0
Inicio de clases para el nuevo periodo académico,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Inicio de clases para el nuevo periodo académico,¿Cómo retirar asignaturas por caso fortuito?,0
Inicio de clases para el nuevo periodo académico,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Inicio de clases para el nuevo periodo académico,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Inicio de clases para el nuevo periodo académico,Formulario para retiro extemporáneo en la EPN,0
Inicio de clases para el nuevo periodo académico,Plazo para el retiro extemporáneo de asignaturas,0
Inicio de clases para el nuevo periodo académico,Concesión de Tercera Matrícula para Tercer Nivel,0
Inicio de clases para el nuevo periodo académico,Condiciones para obtener una tercera matrícula,0
Inicio de clases para el nuevo periodo académico,Formulario y requisitos tercera matrícula,0
Inicio de clases para el nuevo periodo académico,Asignaturas que No Otorgan Créditos,0
Inicio de clases para el nuevo periodo académico,¿Cuáles son asignaturas sin créditos?,0
Inicio de clases para el nuevo periodo académico,¿Deportes y Clubes otorgan créditos?,0
Inicio de clases para el nuevo periodo académico,Prácticas Preprofesionales,0
Inicio de clases para el nuevo periodo académico,¿Cómo son prácticas preprofesionales?,0
Inicio de clases para el nuevo periodo académico,¿Cómo aprobar prácticas preprofesionales?,0
Inicio de clases para el nuevo periodo académico,Inscripciones en Otras Unidades Académicas,0
Inicio de clases para el nuevo periodo académico,¿Cómo inscribirme en asignaturas de otras unidades?,0
Inicio de clases para el nuevo periodo académico,Restricciones para inscripción en otras unidades,0
Inicio de clases para el nuevo periodo académico,Mallas Curriculares,0
Inicio de clases para el nuevo periodo académico,¿Dónde ver mallas curriculares de mi carrera?,0
Inicio de clases para el nuevo periodo académico,¿Cómo consultar mallas curriculares?,0
Inicio de clases para el nuevo periodo académico,Honestidad Académica y Código de Ética,0
Inicio de clases para el nuevo periodo académico,Reglamento de disciplina y sanciones,0
Inicio de clases para el nuevo periodo académico,¿Puedo solicitar clarificaciones sobre código de ética?,0
Inicio de clases para el nuevo periodo académico,Restricciones para Matriculación,0
Inicio de clases para el nuevo periodo académico,Cómo solucionar restricciones de matriculación,0
Inicio de clases para el nuevo periodo académico,¿Excepciones a restricciones de matriculación?,0
Inicio de clases para el nuevo periodo académico,Suficiencia en Inglés,0
Inicio de clases para el nuevo periodo académico,¿Cómo obtener la suficiencia en inglés?,0
Inicio de clases para el nuevo periodo académico,Proceso de inscripción en el inglés para niveles superiores,0
Inicio de clases para el nuevo periodo académico,Limitaciones por Suficiencia de Inglés,0
Inicio de clases para el nuevo periodo académico,Suficiencia de inglés y límites de créditos,0
Inicio de clases para el nuevo periodo académico,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Inicio de clases para el nuevo periodo académico,Hola,0
Inicio de clases para el nuevo periodo académico,Hola pantera,0
Inicio de clases para el nuevo periodo académico,Necesito ayuda,0
Inicio de clases para el nuevo periodo académico,Gracias,0
Inicio de clases para el nuevo periodo académico,Muchas gracias,0
Inicio de clases para el nuevo periodo académico,Te agradezco mucho,0
Cronograma actividades académicas,Aportes Voluntarios,0
Cronograma actividades académicas,¿Cómo hacer aportes voluntarios?,0
Cronograma actividades académicas,Aportes a la FEPON,0
Cronograma actividades académicas,Pérdida de la Gratuidad,0
Cronograma actividades académicas,Pérdida de gratuidad por cambio de carrera,0
Cronograma actividades académicas,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Cronograma actividades académicas,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Cronograma actividades académicas,Formulario para el retiro voluntario de asignaturas,0
Cronograma actividades académicas,Proceso retirar todas las asignaturas,0
Cronograma actividades académicas,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Cronograma actividades académicas,¿Cómo retirar asignaturas por caso fortuito?,0
Cronograma actividades académicas,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Cronograma actividades académicas,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Cronograma actividades académicas,Formulario para retiro extemporáneo en la EPN,0
Cronograma actividades académicas,Plazo para el retiro extemporáneo de asignaturas,0
Cronograma actividades académicas,Concesión de Tercera Matrícula para Tercer Nivel,0
Cronograma actividades académicas,Condiciones para obtener una tercera matrícula,0
Cronograma actividades académicas,Formulario y requisitos tercera matrícula,0
Cronograma actividades académicas,Asignaturas que No Otorgan Créditos,0
Cronograma actividades académicas,¿Cuáles son asignaturas sin créditos?,0
Cronograma actividades académicas,¿Deportes y Clubes otorgan créditos?,0
Cronograma actividades académicas,Prácticas Preprofesionales,0
Cronograma actividades académicas,¿Cómo son prácticas preprofesionales?,0
Cronograma actividades académicas,¿Cómo aprobar prácticas preprofesionales?,0
Cronograma actividades académicas,Inscripciones en Otras Unidades Académicas,0
Cronograma actividades académicas,¿Cómo inscribirme en asignaturas de otras unidades?,0
Cronograma actividades académicas,Restricciones para inscripción en otras unidades,0
Cronograma actividades académicas,Mallas Curriculares,0
Cronograma actividades académicas,¿Dónde ver mallas curriculares de mi carrera?,0
Cronograma actividades académicas,¿Cómo consultar mallas curriculares?,0
Cronograma actividades académicas,Honestidad Académica y Código de Ética,0
Cronograma actividades académicas,Reglamento de disciplina y sanciones,0
Cronograma actividades académicas,¿Puedo solicitar clarificaciones sobre código de ética?,0
Cronograma actividades académicas,Restricciones para Matriculación,0
Cronograma actividades académicas,Cómo solucionar restricciones de matriculación,0
Cronograma actividades académicas,¿Excepciones a restricciones de matriculación?,0
Cronograma actividades académicas,Suficiencia en Inglés,0
Cronograma actividades académicas,¿Cómo obtener la suficiencia en inglés?,0
Cronograma actividades académicas,Proceso de inscripción en el inglés para niveles superiores,0
Cronograma actividades académicas,Limitaciones por Suficiencia de Inglés,0
Cronograma actividades académicas,Suficiencia de inglés y límites de créditos,0
Cronograma actividades académicas,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Cronograma actividades académicas,Hola,0
Cronograma actividades académicas,Hola pantera,0
Cronograma actividades académicas,Necesito ayuda,0
Cronograma actividades académicas,Gracias,0
Cronograma actividades académicas,Muchas gracias,0
Cronograma actividades académicas,Te agradezco mucho,0
Aportes Voluntarios,Pérdida de la Gratuidad,0
Aportes Voluntarios,Pérdida de gratuidad por cambio de carrera,0
Aportes Voluntarios,¿Bajo qué circunstancias se puede perder la gratuidad?,0
Aportes Voluntarios,"Retiro Voluntario de una, varias o todas las Asignaturas",0
Aportes Voluntarios,Formulario para el retiro voluntario de asignaturas,0
Aportes Voluntarios,Proceso retirar todas las asignaturas,0
Aportes Voluntarios,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Aportes Voluntarios,¿Cómo retirar asignaturas por caso fortuito?,0
Aportes Voluntarios,¿Solicitar retiro por fuerza mayor durante el semestre?,0
Aportes Voluntarios,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
Aportes Voluntarios,Formulario para retiro extemporáneo en la EPN,0
Aportes Voluntarios,Plazo para el retiro extemporáneo de asignaturas,0
Aportes Voluntarios,Concesión de Tercera Matrícula para Tercer Nivel,0
Aportes Voluntarios,Condiciones para obtener una tercera matrícula,0
Aportes Voluntarios,Formulario y requisitos tercera matrícula,0
Aportes Voluntarios,Asignaturas que No Otorgan Créditos,0
Aportes Voluntarios,¿Cuáles son asignaturas sin créditos?,0
Aportes Voluntarios,¿Deportes y Clubes otorgan créditos?,0
Aportes Voluntarios,Prácticas Preprofesionales,0
Aportes Voluntarios,¿Cómo son prácticas preprofesionales?,0
Aportes Voluntarios,¿Cómo aprobar prácticas preprofesionales?,0
Aportes Voluntarios,Inscripciones en Otras Unidades Académicas,0
Aportes Voluntarios,¿Cómo inscribirme en asignaturas de otras unidades?,0
Aportes Voluntarios,Restricciones para inscripción en otras unidades,0
Aportes Voluntarios,Mallas Curriculares,0
Aportes Voluntarios,¿Dónde ver mallas curriculares de mi carrera?,0
Aportes Voluntarios,¿Cómo consultar mallas curriculares?,0
Aportes Voluntarios,Honestidad Académica y Código de Ética,0
Aportes Voluntarios,Reglamento de disciplina y sanciones,0
Aportes Voluntarios,¿Puedo solicitar clarificaciones sobre código de ética?,0
Aportes Voluntarios,Restricciones para Matriculación,0
Aportes Voluntarios,Cómo solucionar restricciones de matriculación,0
Aportes Voluntarios,¿Excepciones a restricciones de matriculación?,0
Aportes Voluntarios,Suficiencia en Inglés,0
Aportes Voluntarios,¿Cómo obtener la suficiencia en inglés?,0
Aportes Voluntarios,Proceso de inscripción en el inglés para niveles superiores,0
Aportes Voluntarios,Limitaciones por Suficiencia de Inglés,0
Aportes Voluntarios,Suficiencia de inglés y límites de créditos,0
Aportes Voluntarios,¿Cómo afecta la suficiencia de inglés a la cantidad de créditos permitidos?,0
Aportes Voluntarios,Hola,0
Aportes Voluntarios,Hola pantera,0
Aportes Voluntarios,Necesito ayuda,0
Aportes Voluntarios,Gracias,0
Aportes Voluntarios,Muchas gracias,0
Aportes Voluntarios,Te agradezco mucho,0
¿Cómo hacer aportes voluntarios?,Pérdida de la Gratuidad,0
¿Cómo hacer aportes voluntarios?,Pérdida de gratuidad por cambio de carrera,0
¿Cómo hacer aportes voluntarios?,¿Bajo qué circunstancias se puede perder la gratuidad?,0
¿Cómo hacer aportes voluntarios?,"Retiro Voluntario de una, varias o todas las Asignaturas",0
¿Cómo hacer aportes voluntarios?,Formulario para el retiro voluntario de asignaturas,0
¿Cómo hacer aportes voluntarios?,Proceso retirar todas las asignaturas,0
¿Cómo hacer aportes voluntarios?,Retiro de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿Cómo hacer aportes voluntarios?,¿Cómo retirar asignaturas por caso fortuito?,0
¿Cómo hacer aportes voluntarios?,¿Solicitar retiro por fuerza mayor durante el semestre?,0
¿Cómo hacer aportes voluntarios?,Retiro Extemporáneo de Asignaturas por Caso Fortuito o Fuerza Mayor,0
¿Cómo hacer aportes voluntarios?,Formulario para retiro extemporáneo en la EPN,0
¿Cómo hacer aportes voluntarios?,Plazo para el retiro extemporáneo de asignaturas,0
¿Cómo hacer aportes voluntarios?,Concesión de Tercera Matrícula para Tercer Nivel,0
¿Cómo hacer aportes voluntarios?,Condiciones para obtener una tercera matrícula,0
¿Cómo hacer aportes voluntarios?,Formulario y requisitos tercera matrícula,0
¿Cómo hacer aportes voluntarios?,Asignaturas que No Otorgan Créditos,0
¿Cómo hacer aportes voluntarios?,¿Cuáles son asignaturas sin créditos?,0
¿Cómo hacer aportes voluntarios?,¿Deportes y Clubes otorgan créditos?,0
¿Cómo hacer aportes voluntarios?,Prácticas Preprofesionales,0
